defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,failure_mode,machine_id
DEF-01219,L05685,Thermal Defect,2026-06-17,Cooling System,Critical,Automated,1353.07,HDF,LINE3-M01
DEF-01220,L05686,Power Defect,2026-06-17,Power Supply,Minor,X-Ray,138.04,PWF,LINE3-M01
DEF-01221,H05692,Power Defect,2026-06-17,Electrical Panel,Critical,Ultrasonic,2022.42,PWF,LINE2-M01
DEF-01222,H05707,Power Defect,2026-06-17,Electrical Panel,Critical,Automated,1813.44,PWF,LINE3-M01
DEF-01223,H05717,Power Defect,2026-06-17,Power Supply,Critical,Visual,1517.07,PWF,LINE2-M02
DEF-01224,M05719,Power Defect,2026-06-17,Electrical Panel,Critical,Visual,1228.28,PWF,LINE2-M02
DEF-01225,L05720,Power Defect,2026-06-17,Power Supply,Minor,Manual,174.45,PWF,LINE3-M01
DEF-01226,H05728,Power Defect,2026-06-17,VFD Unit,Major,Automated,613.15,PWF,LINE1-M02
DEF-01227,L05729,Power Defect,2026-06-17,Power Supply,Major,Manual,424.27,PWF,LINE1-M01
DEF-01228,M05743,Thermal Defect,2026-06-17,Bearing Assembly,Critical,X-Ray,2044.47,HDF,LINE2-M01
DEF-01229,M05746,Tool Damage,2026-06-17,Tool Tip,Major,X-Ray,424.03,TWF,LINE2-M02
DEF-01230,L05747,Power Defect,2026-06-17,Electrical Panel,Critical,Visual,2303.24,PWF,LINE1-M01
DEF-01231,L05748,Tool Damage,2026-06-17,Tool Tip,Minor,Visual,183.17,TWF,LINE1-M01
DEF-01232,L05749,Power Defect,2026-06-17,Power Supply,Major,Ultrasonic,418.35,PWF,LINE1-M01
DEF-01233,L05751,Power Defect,2026-06-17,Electrical Panel,Major,X-Ray,720.44,PWF,LINE2-M02
DEF-01234,L05755,Tool Damage,2026-06-17,Cutting Edge,Critical,Automated,830.71,TWF,LINE2-M01
DEF-01235,L05756,Tool Damage,2026-06-17,Tool Holder,Major,Manual,466.28,TWF,LINE1-M01
DEF-01236,M05757,Tool Damage,2026-06-17,Tool Tip,Major,Ultrasonic,612.72,TWF,LINE3-M02
DEF-01237,M05758,Tool Damage,2026-06-17,Cutting Edge,Minor,Ultrasonic,186.07,TWF,LINE1-M02
DEF-01238,H05759,Tool Damage,2026-06-17,Spindle Interface,Major,Visual,666.84,TWF,LINE1-M01
DEF-01239,L05762,Power Defect,2026-06-17,Electrical Panel,Critical,Automated,1008.69,PWF,LINE3-M01
DEF-01240,H05764,Power Defect,2026-06-17,Drive Motor,Critical,Ultrasonic,1785.6,PWF,LINE2-M01
DEF-01241,M05768,Thermal Defect,2026-06-17,Motor Housing,Critical,X-Ray,1834.97,HDF,LINE2-M02
DEF-01242,H05769,Power Defect,2026-06-17,Drive Motor,Critical,Ultrasonic,1626.04,PWF,LINE2-M02
DEF-01243,L05774,Thermal Defect,2026-06-17,Motor Housing,Critical,X-Ray,2233.93,HDF,LINE2-M02
DEF-01244,H05779,Power Defect,2026-06-17,Drive Motor,Critical,Manual,2041.79,PWF,LINE2-M01
DEF-01245,L05781,Thermal Defect,2026-06-17,Motor Housing,Minor,Visual,57.74,HDF,LINE2-M02
DEF-01246,M05788,Power Defect,2026-06-17,Electrical Panel,Minor,X-Ray,119.85,PWF,LINE1-M01
DEF-01247,H05791,Power Defect,2026-06-17,Electrical Panel,Minor,X-Ray,76.47,PWF,LINE3-M02
DEF-01248,M05810,Power Defect,2026-06-17,Electrical Panel,Major,X-Ray,479.27,PWF,LINE1-M01
DEF-01249,L05819,Power Defect,2026-06-17,Drive Motor,Critical,Automated,1398.73,PWF,LINE3-M02
DEF-01250,L05824,Tool Damage,2026-06-17,Tool Tip,Major,X-Ray,413.41,TWF,LINE2-M01
DEF-01251,M05827,Tool Damage,2026-06-17,Tool Tip,Major,Manual,624.81,TWF,LINE3-M02
DEF-01252,L05828,Power Defect,2026-06-17,Electrical Panel,Critical,Visual,1057.52,PWF,LINE3-M02
DEF-01253,L05830,Tool Damage,2026-06-17,Spindle Interface,Major,Manual,578.53,TWF,LINE3-M01
DEF-01254,H05831,Tool Damage,2026-06-17,Spindle Interface,Minor,Visual,112.26,TWF,LINE1-M01
DEF-01255,H05832,Tool Damage,2026-06-17,Cutting Edge,Critical,Manual,1831.63,TWF,LINE2-M01
DEF-01256,L05833,Tool Damage,2026-06-17,Cutting Edge,Major,Manual,459.64,TWF,LINE2-M01
DEF-01257,L05834,Tool Damage,2026-06-17,Spindle Interface,Minor,Visual,135.09,TWF,LINE3-M01
DEF-01258,L05836,Tool Damage,2026-06-17,Spindle Interface,Critical,Manual,967.68,TWF,LINE1-M02
DEF-01259,L05837,Tool Damage,2026-06-17,Cutting Edge,Major,X-Ray,466.72,TWF,LINE1-M02
DEF-01260,L05876,Power Defect,2026-06-17,Electrical Panel,Major,X-Ray,558.38,PWF,LINE3-M02
DEF-01261,L05881,Thermal Defect,2026-06-17,Motor Housing,Critical,Automated,2182.88,HDF,LINE3-M02
DEF-01262,H05885,Power Defect,2026-06-17,VFD Unit,Major,X-Ray,596.3,PWF,LINE3-M01
DEF-01263,L05886,Power Defect,2026-06-17,Drive Motor,Major,Manual,338.61,PWF,LINE3-M02
DEF-01264,H05894,Power Defect,2026-06-17,Electrical Panel,Critical,X-Ray,2168.75,PWF,LINE3-M02
DEF-01265,L05903,Power Defect,2026-06-17,Power Supply,Critical,Visual,914.15,PWF,LINE1-M02
DEF-01266,M05907,Tool Damage,2026-06-17,Spindle Interface,Major,Visual,638.22,TWF,LINE1-M02
DEF-01267,M05911,Random/Unknown,2026-06-17,Control Board,Minor,Visual,240.92,RNF,LINE1-M01
DEF-01268,L05912,Tool Damage,2026-06-17,Tool Tip,Critical,Manual,1147.43,TWF,LINE1-M01
DEF-01269,H05914,Tool Damage,2026-06-17,Tool Tip,Major,Manual,360.55,TWF,LINE1-M02
DEF-01270,L05915,Tool Damage,2026-06-17,Spindle Interface,Major,Automated,626.32,TWF,LINE2-M01
DEF-01271,H05916,Tool Damage,2026-06-17,Tool Holder,Minor,Ultrasonic,145.87,TWF,LINE2-M02
DEF-01272,H05937,Power Defect,2026-06-17,Electrical Panel,Critical,X-Ray,1991.28,PWF,LINE3-M01
DEF-01273,L05938,Power Defect,2026-06-17,Drive Motor,Major,Manual,777.71,PWF,LINE1-M01
DEF-01274,M05943,Power Defect,2026-06-17,VFD Unit,Critical,X-Ray,2250.14,PWF,LINE2-M02
DEF-01275,L05945,Power Defect,2026-06-17,VFD Unit,Major,Ultrasonic,488.55,PWF,LINE2-M02
DEF-01276,M05953,Power Defect,2026-06-17,VFD Unit,Critical,Ultrasonic,1902.28,PWF,LINE3-M01
DEF-01277,H05955,Power Defect,2026-06-17,Electrical Panel,Critical,X-Ray,1325.53,PWF,LINE3-M01
DEF-01278,M05956,Thermal Defect,2026-06-17,Heat Exchanger,Critical,Visual,826.69,HDF,LINE2-M01
DEF-01279,H05964,Power Defect,2026-06-17,Drive Motor,Major,Ultrasonic,784.59,PWF,LINE1-M01
DEF-01280,L05972,Power Defect,2026-06-17,Electrical Panel,Critical,Automated,2411.94,PWF,LINE3-M01
DEF-01281,M05976,Power Defect,2026-06-17,Power Supply,Critical,Visual,1172.3,PWF,LINE3-M02
DEF-01282,M05984,Power Defect,2026-06-17,Electrical Panel,Critical,X-Ray,1718.43,PWF,LINE3-M02
DEF-01283,M05985,Power Defect,2026-06-17,Electrical Panel,Critical,Visual,2151.37,PWF,LINE3-M01
DEF-01284,L05986,Tool Damage,2026-06-17,Cutting Edge,Critical,X-Ray,2199.21,TWF,LINE1-M02
DEF-01285,L05988,Tool Damage,2026-06-17,Tool Holder,Minor,Visual,109.76,TWF,LINE1-M01
DEF-01286,M05989,Thermal Defect,2026-06-17,Heat Exchanger,Minor,Manual,159.17,HDF,LINE1-M02
DEF-01287,L05991,Tool Damage,2026-06-17,Cutting Edge,Major,Automated,613.46,TWF,LINE2-M01
DEF-01288,L05993,Tool Damage,2026-06-17,Tool Holder,Minor,Visual,147.44,TWF,LINE1-M01
DEF-01289,L05994,Tool Damage,2026-06-17,Spindle Interface,Major,Ultrasonic,760.2,TWF,LINE3-M01
DEF-01290,L05996,Tool Damage,2026-06-17,Cutting Edge,Major,Automated,788.61,TWF,LINE3-M02
DEF-01291,H05997,Tool Damage,2026-06-17,Spindle Interface,Minor,Visual,101.36,TWF,LINE1-M02
DEF-01292,L05998,Tool Damage,2026-06-17,Spindle Interface,Major,Ultrasonic,336.01,TWF,LINE2-M02
DEF-01293,L05999,Tool Damage,2026-06-17,Cutting Edge,Major,Manual,558.75,TWF,LINE1-M01
DEF-01294,M06000,Tool Damage,2026-06-17,Tool Tip,Major,Automated,768.46,TWF,LINE2-M01
DEF-01295,L06022,Power Defect,2026-06-18,Drive Motor,Major,Visual,402.91,PWF,LINE3-M01
DEF-01296,L06039,Power Defect,2026-06-18,Power Supply,Major,Automated,794.07,PWF,LINE2-M02
DEF-01297,M06040,Power Defect,2026-06-18,VFD Unit,Critical,X-Ray,893.71,PWF,LINE3-M02
DEF-01298,H06041,Power Defect,2026-06-18,Electrical Panel,Minor,X-Ray,241.95,PWF,LINE3-M01
DEF-01299,H06046,Power Defect,2026-06-18,Electrical Panel,Critical,Automated,2160.7,PWF,LINE2-M01
DEF-01300,M06053,Thermal Defect,2026-06-18,Heat Exchanger,Major,X-Ray,650.48,HDF,LINE3-M02
DEF-01301,H06059,Power Defect,2026-06-18,Electrical Panel,Critical,Automated,1007.02,PWF,LINE2-M01
DEF-01302,M06061,Power Defect,2026-06-18,Power Supply,Critical,Manual,1522.02,PWF,LINE2-M02
DEF-01303,M06062,Power Defect,2026-06-18,Drive Motor,Major,Manual,504.66,PWF,LINE1-M02
DEF-01304,M06069,Tool Damage,2026-06-18,Tool Tip,Major,X-Ray,472.68,TWF,LINE1-M01
DEF-01305,L06070,Tool Damage,2026-06-18,Tool Tip,Major,Automated,792.93,TWF,LINE2-M01
DEF-01306,L06072,Structural Stress,2026-06-18,Gearbox,Critical,Visual,2362.14,OSF,LINE1-M02
DEF-01307,M06073,Power Defect,2026-06-18,VFD Unit,Critical,Ultrasonic,1647.07,PWF,LINE3-M02
DEF-01308,H06074,Tool Damage,2026-06-18,Spindle Interface,Minor,Manual,148.24,TWF,LINE1-M01
DEF-01309,H06075,Tool Damage,2026-06-18,Spindle Interface,Major,Visual,643.2,TWF,LINE2-M02
DEF-01310,M06076,Tool Damage,2026-06-18,Cutting Edge,Major,Ultrasonic,499.46,TWF,LINE2-M01
DEF-01311,L06077,Tool Damage,2026-06-18,Tool Tip,Major,Visual,440.3,TWF,LINE1-M01
DEF-01312,H06078,Tool Damage,2026-06-18,Spindle Interface,Major,Ultrasonic,514.27,TWF,LINE2-M01
DEF-01313,H06086,Power Defect,2026-06-18,Drive Motor,Major,X-Ray,708.2,PWF,LINE3-M01
DEF-01314,L06088,Power Defect,2026-06-18,Power Supply,Critical,Ultrasonic,1833.55,PWF,LINE3-M02
DEF-01315,L06089,Power Defect,2026-06-18,Power Supply,Major,X-Ray,695.5,PWF,LINE2-M02
DEF-01316,L06116,Power Defect,2026-06-18,VFD Unit,Critical,X-Ray,1069.2,PWF,LINE1-M02
DEF-01317,H06126,Power Defect,2026-06-18,Drive Motor,Critical,Ultrasonic,1378.45,PWF,LINE2-M02
DEF-01318,H06127,Power Defect,2026-06-18,Electrical Panel,Major,Manual,377.98,PWF,LINE3-M01
DEF-01319,L06128,Thermal Defect,2026-06-18,Motor Housing,Minor,Visual,229.86,HDF,LINE2-M02
DEF-01320,L06146,Power Defect,2026-06-18,Electrical Panel,Major,X-Ray,665.82,PWF,LINE3-M01
DEF-01321,H06147,Tool Damage,2026-06-18,Tool Tip,Critical,Automated,2359.59,TWF,LINE3-M01
DEF-01322,L06149,Tool Damage,2026-06-18,Tool Holder,Major,Ultrasonic,720.84,TWF,LINE1-M01
DEF-01323,L06150,Tool Damage,2026-06-18,Tool Tip,Critical,X-Ray,2498.66,TWF,LINE3-M01
DEF-01324,L06151,Tool Damage,2026-06-18,Tool Holder,Major,Manual,483.34,TWF,LINE2-M02
DEF-01325,M06154,Tool Damage,2026-06-18,Tool Tip,Major,Ultrasonic,252.84,TWF,LINE3-M01
DEF-01326,L06155,Tool Damage,2026-06-18,Tool Holder,Major,Manual,485.36,TWF,LINE2-M02
DEF-01327,M06156,Tool Damage,2026-06-18,Spindle Interface,Critical,X-Ray,2481.1,TWF,LINE1-M02
DEF-01328,L06157,Tool Damage,2026-06-18,Tool Holder,Minor,Visual,119.7,TWF,LINE3-M02
DEF-01329,H06158,Tool Damage,2026-06-18,Cutting Edge,Major,X-Ray,510.66,TWF,LINE2-M01
DEF-01330,M06166,Power Defect,2026-06-18,VFD Unit,Critical,X-Ray,2153.54,PWF,LINE3-M02
DEF-01331,H06183,Thermal Defect,2026-06-18,Motor Housing,Major,Visual,780.93,HDF,LINE1-M01
DEF-01332,M06187,Power Defect,2026-06-18,VFD Unit,Critical,Ultrasonic,1507.88,PWF,LINE3-M02
DEF-01333,M06195,Power Defect,2026-06-18,Drive Motor,Critical,Visual,1679.26,PWF,LINE2-M01
DEF-01334,L06207,Power Defect,2026-06-18,VFD Unit,Critical,Ultrasonic,2460.7,PWF,LINE3-M01
DEF-01335,L06213,Power Defect,2026-06-18,Drive Motor,Critical,X-Ray,2299.77,PWF,LINE2-M01
DEF-01336,H06218,Power Defect,2026-06-18,Electrical Panel,Critical,Manual,1996.22,PWF,LINE2-M01
DEF-01337,L06228,Structural Stress,2026-06-18,Gearbox,Major,Manual,793.43,OSF,LINE2-M01
DEF-01338,H06229,Tool Damage,2026-06-18,Tool Tip,Minor,Visual,172.72,TWF,LINE3-M02
DEF-01339,L06233,Tool Damage,2026-06-18,Tool Tip,Major,X-Ray,705.43,TWF,LINE2-M01
DEF-01340,L06234,Tool Damage,2026-06-18,Tool Holder,Critical,Automated,1965.6,TWF,LINE3-M02
DEF-01341,L06237,Tool Damage,2026-06-18,Spindle Interface,Major,Ultrasonic,561.75,TWF,LINE2-M02
DEF-01342,L06238,Tool Damage,2026-06-18,Cutting Edge,Critical,Visual,1995.77,TWF,LINE1-M01
DEF-01343,L06239,Tool Damage,2026-06-18,Spindle Interface,Major,Manual,339.84,TWF,LINE1-M02
DEF-01344,M06240,Power Defect,2026-06-18,VFD Unit,Major,Manual,678.07,PWF,LINE2-M02
DEF-01345,H06242,Power Defect,2026-06-18,Power Supply,Major,Ultrasonic,398.4,PWF,LINE2-M01
DEF-01346,H06243,Power Defect,2026-06-18,Power Supply,Critical,Manual,2057.64,PWF,LINE2-M02
DEF-01347,H06253,Power Defect,2026-06-18,VFD Unit,Minor,Manual,158.82,PWF,LINE2-M01
DEF-01348,M06256,Power Defect,2026-06-18,Power Supply,Minor,Automated,190.28,PWF,LINE1-M01
DEF-01349,H06261,Power Defect,2026-06-18,Power Supply,Major,Manual,338.99,PWF,LINE3-M01
DEF-01350,H06274,Thermal Defect,2026-06-18,Motor Housing,Major,X-Ray,395.88,HDF,LINE3-M02
DEF-01351,M06278,Power Defect,2026-06-18,Power Supply,Critical,Automated,2239.53,PWF,LINE1-M01
DEF-01352,H06285,Power Defect,2026-06-18,Power Supply,Major,Visual,611.91,PWF,LINE2-M01
DEF-01353,H06289,Power Defect,2026-06-18,Drive Motor,Critical,X-Ray,2125.42,PWF,LINE3-M01
DEF-01354,L06297,Power Defect,2026-06-18,Electrical Panel,Critical,Automated,1679.81,PWF,LINE3-M01
DEF-01355,L06304,Power Defect,2026-06-18,Power Supply,Critical,Ultrasonic,1054.11,PWF,LINE1-M01
DEF-01356,H06306,Tool Damage,2026-06-18,Tool Holder,Major,Automated,399.06,TWF,LINE3-M01
DEF-01357,M06310,Tool Damage,2026-06-18,Spindle Interface,Major,X-Ray,642.93,TWF,LINE1-M02
DEF-01358,M06311,Tool Damage,2026-06-18,Tool Holder,Major,Visual,723.16,TWF,LINE3-M02
DEF-01359,H06312,Tool Damage,2026-06-18,Tool Holder,Major,Automated,397.85,TWF,LINE2-M02
DEF-01360,L06313,Tool Damage,2026-06-18,Tool Tip,Minor,Ultrasonic,98.63,TWF,LINE1-M02
DEF-01361,L06314,Tool Damage,2026-06-18,Spindle Interface,Critical,Ultrasonic,2349.9,TWF,LINE2-M02
DEF-01362,H06321,Thermal Defect,2026-06-18,Bearing Assembly,Major,Automated,729.87,HDF,LINE1-M01
DEF-01363,L06322,Power Defect,2026-06-18,Drive Motor,Critical,Ultrasonic,1829.34,PWF,LINE1-M01
DEF-01364,L06336,Power Defect,2026-06-18,Drive Motor,Critical,X-Ray,974.21,PWF,LINE2-M01
DEF-01365,M06344,Power Defect,2026-06-18,Drive Motor,Critical,Ultrasonic,1013.91,PWF,LINE3-M02
DEF-01366,H06348,Power Defect,2026-06-18,Power Supply,Major,Automated,359.38,PWF,LINE3-M01
DEF-01367,L06357,Power Defect,2026-06-18,VFD Unit,Critical,Manual,2444.95,PWF,LINE3-M02
DEF-01368,H06369,Power Defect,2026-06-19,Power Supply,Critical,Ultrasonic,2306.44,PWF,LINE1-M01
DEF-01369,L06371,Power Defect,2026-06-19,Electrical Panel,Major,Ultrasonic,331.68,PWF,LINE2-M02
DEF-01370,M06373,Power Defect,2026-06-19,Drive Motor,Major,Ultrasonic,568.09,PWF,LINE2-M02
DEF-01371,L06386,Power Defect,2026-06-19,VFD Unit,Major,Manual,498.92,PWF,LINE3-M02
DEF-01372,L06393,Tool Damage,2026-06-19,Tool Holder,Major,Automated,560.27,TWF,LINE3-M02
DEF-01373,M06394,Tool Damage,2026-06-19,Cutting Edge,Minor,Manual,95.35,TWF,LINE2-M02
DEF-01374,M06396,Tool Damage,2026-06-19,Cutting Edge,Major,Visual,753.86,TWF,LINE3-M01
DEF-01375,M06397,Tool Damage,2026-06-19,Tool Tip,Major,Ultrasonic,661.13,TWF,LINE1-M01
DEF-01376,M06398,Tool Damage,2026-06-19,Cutting Edge,Critical,Ultrasonic,1997.07,TWF,LINE2-M01
DEF-01377,L06399,Tool Damage,2026-06-19,Tool Holder,Major,Manual,763.6,TWF,LINE2-M02
DEF-01378,M06400,Tool Damage,2026-06-19,Tool Holder,Major,Ultrasonic,430.23,TWF,LINE1-M01
DEF-01379,M06401,Power Defect,2026-06-19,Power Supply,Critical,X-Ray,2137.16,PWF,LINE3-M02
DEF-01380,L06402,Power Defect,2026-06-19,Drive Motor,Critical,X-Ray,1324.46,PWF,LINE1-M01
DEF-01381,H06403,Power Defect,2026-06-19,Power Supply,Critical,Visual,2090.38,PWF,LINE2-M02
DEF-01382,L06417,Power Defect,2026-06-19,VFD Unit,Major,Visual,693.75,PWF,LINE3-M02
DEF-01383,M06418,Thermal Defect,2026-06-19,Bearing Assembly,Major,X-Ray,633.9,HDF,LINE1-M01
DEF-01384,L06439,Thermal Defect,2026-06-19,Bearing Assembly,Minor,Manual,140.81,HDF,LINE3-M02
DEF-01385,M06457,Power Defect,2026-06-19,VFD Unit,Critical,Ultrasonic,1052.66,PWF,LINE2-M02
DEF-01386,M06468,Power Defect,2026-06-19,VFD Unit,Major,X-Ray,500.94,PWF,LINE2-M01
DEF-01387,L06470,Power Defect,2026-06-19,VFD Unit,Critical,Ultrasonic,1191.09,PWF,LINE1-M01
DEF-01388,L06475,Power Defect,2026-06-19,Electrical Panel,Critical,Ultrasonic,1137.05,PWF,LINE2-M01
DEF-01389,L06476,Power Defect,2026-06-19,Electrical Panel,Minor,X-Ray,64.18,PWF,LINE2-M01
DEF-01390,L06480,Tool Damage,2026-06-19,Spindle Interface,Major,Visual,303.57,TWF,LINE2-M01
DEF-01391,H06481,Power Defect,2026-06-19,Drive Motor,Major,Visual,392.53,PWF,LINE3-M01
DEF-01392,L06482,Structural Stress,2026-06-19,Frame Mount,Minor,Manual,249.44,OSF,LINE1-M02
DEF-01393,L06483,Tool Damage,2026-06-19,Tool Holder,Critical,X-Ray,1421.69,TWF,LINE1-M02
DEF-01394,L06484,Tool Damage,2026-06-19,Tool Holder,Major,Automated,542.54,TWF,LINE1-M02
DEF-01395,L06485,Tool Damage,2026-06-19,Spindle Interface,Major,Ultrasonic,656.76,TWF,LINE3-M02
DEF-01396,M06486,Tool Damage,2026-06-19,Tool Tip,Critical,X-Ray,1330.84,TWF,LINE1-M02
DEF-01397,H06487,Tool Damage,2026-06-19,Tool Holder,Major,Ultrasonic,694.09,TWF,LINE3-M01
DEF-01398,M06488,Tool Damage,2026-06-19,Tool Tip,Minor,Ultrasonic,190.36,TWF,LINE2-M01
DEF-01399,L06495,Power Defect,2026-06-19,VFD Unit,Critical,X-Ray,1082.94,PWF,LINE1-M01
DEF-01400,L06496,Power Defect,2026-06-19,VFD Unit,Critical,Automated,1569.91,PWF,LINE3-M01
DEF-01401,H06497,Power Defect,2026-06-19,Drive Motor,Minor,Automated,130.4,PWF,LINE3-M01
DEF-01402,H06510,Power Defect,2026-06-19,Power Supply,Minor,X-Ray,203.24,PWF,LINE2-M02
DEF-01403,M06517,Thermal Defect,2026-06-19,Heat Exchanger,Major,Manual,365.94,HDF,LINE3-M01
DEF-01404,L06519,Power Defect,2026-06-19,Drive Motor,Critical,Automated,2029.16,PWF,LINE1-M02
DEF-01405,L06523,Power Defect,2026-06-19,Drive Motor,Major,Visual,413.19,PWF,LINE2-M01
DEF-01406,M06525,Power Defect,2026-06-19,Power Supply,Critical,Automated,1969.1,PWF,LINE3-M01
DEF-01407,M06539,Thermal Defect,2026-06-19,Bearing Assembly,Critical,X-Ray,2132.95,HDF,LINE1-M02
DEF-01408,L06540,Power Defect,2026-06-19,Power Supply,Major,Visual,776.41,PWF,LINE2-M01
DEF-01409,L06557,Structural Stress,2026-06-19,Shaft,Critical,X-Ray,1710.14,OSF,LINE2-M01
DEF-01410,H06558,Tool Damage,2026-06-19,Tool Holder,Critical,X-Ray,1099.49,TWF,LINE2-M01
DEF-01411,L06561,Tool Damage,2026-06-19,Tool Tip,Major,Manual,658.67,TWF,LINE3-M01
DEF-01412,L06565,Tool Damage,2026-06-19,Tool Holder,Major,Automated,452.44,TWF,LINE1-M02
DEF-01413,H06566,Power Defect,2026-06-19,Electrical Panel,Major,Visual,703.76,PWF,LINE2-M02
DEF-01414,M06569,Power Defect,2026-06-19,VFD Unit,Critical,Automated,1995.59,PWF,LINE3-M02
DEF-01415,M06586,Thermal Defect,2026-06-19,Heat Exchanger,Minor,Automated,188.88,HDF,LINE2-M01
DEF-01416,H06607,Power Defect,2026-06-19,Drive Motor,Minor,Visual,196.92,PWF,LINE2-M01
DEF-01417,L06616,Thermal Defect,2026-06-19,Cooling System,Major,Manual,593.55,HDF,LINE2-M01
DEF-01418,L06622,Power Defect,2026-06-19,VFD Unit,Major,Automated,286.48,PWF,LINE1-M02
DEF-01419,L06632,Power Defect,2026-06-19,Electrical Panel,Critical,Manual,2241.76,PWF,LINE1-M02
DEF-01420,H06636,Power Defect,2026-06-19,Power Supply,Major,Automated,369.45,PWF,LINE1-M01
DEF-01421,L06643,Tool Damage,2026-06-19,Spindle Interface,Major,X-Ray,530.61,TWF,LINE3-M01
DEF-01422,L06645,Tool Damage,2026-06-19,Cutting Edge,Major,Ultrasonic,391.82,TWF,LINE3-M01
DEF-01423,H06646,Tool Damage,2026-06-19,Tool Tip,Major,X-Ray,778.12,TWF,LINE3-M01
DEF-01424,L06647,Tool Damage,2026-06-19,Cutting Edge,Major,Manual,516.17,TWF,LINE3-M01
DEF-01425,L06649,Tool Damage,2026-06-19,Tool Holder,Major,Automated,681.9,TWF,LINE1-M02
DEF-01426,H06650,Tool Damage,2026-06-19,Tool Tip,Critical,X-Ray,2343.11,TWF,LINE1-M01
DEF-01427,H06653,Power Defect,2026-06-19,VFD Unit,Critical,Ultrasonic,908.13,PWF,LINE2-M02
DEF-01428,L06659,Power Defect,2026-06-19,Drive Motor,Major,Visual,645.12,PWF,LINE2-M02
DEF-01429,M06666,Power Defect,2026-06-19,VFD Unit,Major,Manual,763.94,PWF,LINE2-M02
DEF-01430,H06669,Power Defect,2026-06-19,Power Supply,Major,X-Ray,398.51,PWF,LINE1-M01
DEF-01431,M06687,Thermal Defect,2026-06-19,Heat Exchanger,Critical,Manual,1065.83,HDF,LINE3-M02
DEF-01432,L06701,Power Defect,2026-06-19,Electrical Panel,Major,Manual,343.07,PWF,LINE3-M01
DEF-01433,L06703,Thermal Defect,2026-06-19,Heat Exchanger,Critical,Ultrasonic,1218.67,HDF,LINE2-M02
DEF-01434,M06705,Power Defect,2026-06-19,Power Supply,Major,Ultrasonic,581.8,PWF,LINE1-M02
DEF-01435,L06710,Power Defect,2026-06-19,Electrical Panel,Major,Ultrasonic,270.25,PWF,LINE1-M01
DEF-01436,H06724,Tool Damage,2026-06-19,Cutting Edge,Critical,Manual,1109.31,TWF,LINE3-M02
DEF-01437,L06726,Tool Damage,2026-06-19,Tool Holder,Major,X-Ray,287.92,TWF,LINE1-M02
DEF-01438,L06727,Tool Damage,2026-06-20,Tool Holder,Critical,Manual,1188.81,TWF,LINE1-M02
DEF-01439,L06728,Tool Damage,2026-06-20,Spindle Interface,Minor,Manual,62.91,TWF,LINE2-M02
DEF-01440,M06730,Tool Damage,2026-06-20,Tool Holder,Critical,X-Ray,2385.42,TWF,LINE3-M02
DEF-01441,M06731,Tool Damage,2026-06-20,Tool Tip,Minor,X-Ray,55.7,TWF,LINE1-M02
DEF-01442,L06732,Tool Damage,2026-06-20,Spindle Interface,Minor,Ultrasonic,174.99,TWF,LINE3-M01
DEF-01443,L06733,Tool Damage,2026-06-20,Spindle Interface,Major,Automated,630.99,TWF,LINE1-M01
DEF-01444,M06734,Tool Damage,2026-06-20,Spindle Interface,Critical,Manual,980.8,TWF,LINE2-M02
DEF-01445,M06738,Power Defect,2026-06-20,Electrical Panel,Major,Manual,451.56,PWF,LINE2-M02
DEF-01446,M06742,Power Defect,2026-06-20,Power Supply,Critical,Automated,2118.59,PWF,LINE1-M02
DEF-01447,M06744,Power Defect,2026-06-20,Electrical Panel,Major,Automated,510.0,PWF,LINE1-M02
DEF-01448,L06762,Power Defect,2026-06-20,Electrical Panel,Critical,Visual,1529.71,PWF,LINE1-M02
DEF-01449,H06765,Thermal Defect,2026-06-20,Heat Exchanger,Critical,Manual,1609.17,HDF,LINE1-M02
DEF-01450,H06775,Power Defect,2026-06-20,Electrical Panel,Critical,Automated,994.43,PWF,LINE1-M02
DEF-01451,L06779,Power Defect,2026-06-20,Drive Motor,Critical,Ultrasonic,1337.08,PWF,LINE2-M01
DEF-01452,M06785,Power Defect,2026-06-20,VFD Unit,Critical,Visual,2214.18,PWF,LINE1-M02
DEF-01453,M06786,Power Defect,2026-06-20,Power Supply,Critical,X-Ray,1193.07,PWF,LINE1-M01
DEF-01454,L06809,Power Defect,2026-06-20,Power Supply,Major,Ultrasonic,534.07,PWF,LINE2-M02
DEF-01455,M06811,Tool Damage,2026-06-20,Spindle Interface,Major,Manual,478.94,TWF,LINE3-M02
DEF-01456,H06812,Tool Damage,2026-06-20,Tool Tip,Major,Manual,764.53,TWF,LINE3-M01
DEF-01457,H06813,Power Defect,2026-06-20,VFD Unit,Critical,Automated,1309.71,PWF,LINE3-M02
DEF-01458,L06814,Tool Damage,2026-06-20,Tool Tip,Minor,Automated,64.69,TWF,LINE3-M01
DEF-01459,L06815,Tool Damage,2026-06-20,Spindle Interface,Critical,Ultrasonic,849.6,TWF,LINE3-M01
DEF-01460,M06816,Power Defect,2026-06-20,Electrical Panel,Critical,Visual,929.57,PWF,LINE2-M01
DEF-01461,L06817,Tool Damage,2026-06-20,Cutting Edge,Major,Manual,770.17,TWF,LINE1-M01
DEF-01462,H06818,Tool Damage,2026-06-20,Spindle Interface,Major,X-Ray,694.11,TWF,LINE3-M02
